Id,SalePrice
1461,113885.89659393195
1462,157110.039111199
1463,163998.21533616836
1464,194130.18711466616
1465,184779.27524925172
1466,169884.00665437826
1467,187484.1637656065
1468,166179.4629543626
1469,189940.54874361813
1470,116867.72586240008
1471,189268.76024008443
1472,106330.17679387181
1473,98416.37208493665
1474,149246.8536789914
1475,119419.80537294358
1476,341555.937042089
1477,236402.28087132442
1478,290089.1665237514
1479,278062.2862073467
1480,459677.86961407197
1481,300782.1102772439
1482,202813.85099149033
1483,172833.9504903445
1484,166764.0294772148
1485,199218.34874856754
1486,200084.08094427505
1487,306438.2083964969
1488,231134.67492490102
1489,181892.1480811204
1490,224913.25148880706
1491,198700.9669720206
1492,89751.44495596582
1493,201408.22360334656
1494,291515.67152859195
1495,271497.88689860445
1496,222485.53826924472
1497,170555.15573095673
1498,165600.25091573532
1499,163797.94907746234
1500,160100.8063398734
1501,166541.05740009304
1502,155968.07899313423
1503,287108.49888712954
1504,245077.10403109144
1505,223290.5155216143
1506,197074.71426299665
1507,237642.11826032988
1508,194464.71260966462
1509,155016.6288773143
1510,134934.16368046196
1511,147200.96238178073
1512,173277.16924177555
1513,153179.83065171825
1514,141676.04186892626
1515,184207.94168230024
1516,150591.282507021
1517,160346.7092593155
1518,132181.33999964176
1519,204258.0262842824
1520,126009.11226606919
1521,119353.87854493337
1522,180040.27554182656
1523,102533.74215145802
1524,120706.4259104139
1525,108562.35646124739
1526,99863.77068875541
1527,101483.42483036683
1528,148819.86696517988
1529,136968.44705912872
1530,198179.01811705093
1531,119542.88708097882
1532,106255.50929546448
1533,159774.60676142896
1534,132198.65256605129
1535,146963.54092963907
1536,114232.83708976682
1537,58671.90125132668
1538,137191.5643708327
1539,197472.36530630084
1540,86883.64288100561
1541,134933.03267172555
1542,132233.20962483584
1543,164970.7275627922
1544,91088.14037870329
1545,108889.4984111561
1546,140953.30818777144
1547,131920.89332536206
1548,128225.81821895012
1549,115108.3750235142
1550,127418.68084261107
1551,124014.11622397395
1552,127636.04897580623
1553,133596.09837754516
1554,120817.32412463044
1555,152734.92105770574
1556,85560.10160838914
1557,87518.602079308
1558,107265.55597767419
1559,73244.54903015088
1560,133432.72974501448
1561,116222.42626739467
1562,138573.3797985177
1563,117433.15893856232
1564,155028.77387666304
1565,134546.675919869
1566,228855.86354107325
1567,79611.26787268896
1568,232359.60310474195
1569,121586.64028793691
1570,149592.94878222223
1571,115628.7398810951
1572,141287.64605220166
1573,224509.36699355821
1574,112061.91362850968
1575,217657.77551295707
1576,253866.14970331997
1577,179984.26420690183
1578,139657.8929764554
1579,128725.19686448682
1580,196674.93471116896
1581,160079.60600265468
1582,128216.86485785308
1583,294370.10610988725
1584,219181.7445324628
1585,145032.63157683896
1586,70692.03150229609
1587,102375.33569661877
1588,145242.68064127082
1589,92193.52493982631
1590,139042.2812856543
1591,89778.00260339947
1592,118944.45776496593
1593,135462.0255942159
1594,128620.45276316087
1595,100953.12218887951
1596,199418.56704620147
1597,159069.9159457307
1598,198408.02687834096
1599,176819.62318423862
1600,175130.29081846692
1601,67698.9679613494
1602,117892.28959427401
1603,77253.71184604593
1604,254038.39128107368
1605,248725.8366790822
1606,168568.6086581167
1607,181877.77800661643
1608,228015.10290380238
1609,183202.9139567158
1610,149293.54537025996
1611,132158.6247586042
1612,169734.41376053912
1613,168001.88043816626
1614,139696.49609537525
1615,98842.45364115285
1616,82252.24348430238
1617,96560.24087193627
1618,121339.85346061259
1619,147066.35086633862
1620,151449.73758089676
1621,129002.06934597853
1622,154185.21623003166
1623,266920.7227227185
1624,205496.3353213611
1625,114886.88374261127
1626,173820.67423565118
1627,184867.6281188419
1628,281337.3838622379
1629,170967.60544214977
1630,307925.1761552762
1631,216089.48013749087
1632,216653.12938014383
1633,178320.0922352451
1634,184536.44381039587
1635,185761.49985943467
1636,160354.62184356616
1637,192825.44639410512
1638,192945.7762170093
1639,179503.3806991861
1640,261115.0414833941
1641,176565.16305767698
1642,238911.15422216643
1643,225522.59927195293
1644,231044.92987398733
1645,243766.12423684276
1646,167184.03168774725
1647,163879.6982553614
1648,131472.7319185688
1649,149033.7620477421
1650,109507.32922451071
1651,120118.2264640317
1652,110802.7398385149
1653,111831.21874981542
1654,142633.76073527537
1655,148263.3225910756
1656,141251.7488783862
1657,145386.94111481012
1658,144825.48243226123
1659,123256.83282674881
1660,148171.13684805905
1661,444067.52118009416
1662,355478.90388579457
1663,352109.18670519773
1664,482829.9753512301
1665,292771.4641123265
1666,303908.33491485304
1667,351524.83978339523
1668,334830.3231160833
1669,297435.9338857931
1670,330482.7411676161
1671,253136.98651137526
1672,408212.6540896819
1673,290337.63679502864
1674,241700.1038365605
1675,184925.97757378398
1676,188531.6511829633
1677,201100.63592367125
1678,414994.4923297501
1679,348598.0224662745
1680,294150.6954755279
1681,230944.81103900226
1682,287928.9502452915
1683,177711.2408536036
1684,190928.33466114948
1685,185377.78451315875
1686,175574.19446907454
1687,182733.5905465305
1688,197839.78650085637
1689,204297.74886601188
1690,214760.20799700578
1691,203170.00955265117
1692,275987.51593832334
1693,180768.5659027934
1694,184888.38775743233
1695,167938.3026424629
1696,277054.89562200796
1697,174746.3264480974
1698,327804.22442498227
1699,345792.62480433006
1700,238401.6845701378
1701,264882.76623649464
1702,245592.681688674
1703,252656.28459127335
1704,276190.36997933383
1705,249543.46837480148
1706,372876.29998735705
1707,206420.91202151214
1708,200228.7329779871
1709,274816.89063962904
1710,220281.3091599967
1711,275436.9820930577
1712,256615.80579309398
1713,264485.36321855057
1714,217589.46954075404
1715,207113.8205043655
1716,180047.54077598738
1717,184208.9573081394
1718,134080.04866754886
1719,203553.00773819024
1720,259033.40217909706
1721,173215.0408650304
1722,127143.89468250445
1723,161015.17780509984
1724,205995.84203269417
1725,234085.57980266205
1726,188167.57779351994
1727,146534.6611235613
1728,195633.9730180516
1729,161471.47832130166
1730,167964.54330645784
1731,130231.14305075319
1732,132265.82152608797
1733,111505.3067791607
1734,121019.61490930275
1735,147030.3789284617
1736,117580.97627454269
1737,312308.21807239135
1738,231977.9644051444
1739,259268.84610415064
1740,208967.40327068442
1741,186247.34754384577
1742,161145.22948890296
1743,178138.75546064353
1744,301343.70631773234
1745,199513.62240732615
1746,189874.81534397643
1747,215757.2419223322
1748,227094.62832245676
1749,152677.32781229427
1750,125782.00973451685
1751,268177.1639501907
1752,116315.41691962925
1753,145269.42194082713
1754,195404.6079246075
1755,168159.6084408236
1756,134145.05217243775
1757,118393.43521180846
1758,146906.31574140707
1759,157899.6842002404
1760,164615.85654721432
1761,139815.66543413867
1762,170948.48144777247
1763,180948.43129198457
1764,109270.97917508826
1765,161015.57009570903
1766,189387.97119981976
1767,233936.5658873466
1768,137874.03502563725
1769,181543.57567079103
1770,165270.5275889859
1771,107337.0200928537
1772,130893.82332012885
1773,124025.48083148709
1774,136966.5815943506
1775,144804.21608819236
1776,125538.67096006752
1777,109546.85287056841
1778,140645.88322688238
1779,121410.70270219925
1780,187913.64870707307
1781,122281.43368421358
1782,89030.11320190816
1783,144516.5268155662
1784,103320.1843128651
1785,114294.98745775003
1786,131394.3996282205
1787,174489.07504617152
1788,70394.90446095444
1789,95136.49350771058
1790,75475.99939874747
1791,198386.1498003409
1792,156361.09168997357
1793,134791.4881720157
1794,158883.11244925586
1795,126603.80615041191
1796,140671.41765087092
1797,117896.8352645412
1798,116171.63313897773
1799,105756.37035903776
1800,124430.34659810342
1801,121082.52931956908
1802,136433.4362550892
1803,146251.96009026747
1804,138027.174983996
1805,143052.387289002
1806,131051.19226426745
1807,134580.38579757907
1808,122544.72316035416
1809,116356.24384622167
1810,136128.725732363
1811,97394.01101454515
1812,90712.94660048306
1813,118978.20155492278
1814,96905.3507587957
1815,58550.62225362128
1816,111252.71511911899
1817,104045.96516326733
1818,147423.19241155224
1819,129253.6747155625
1820,76778.44989946503
1821,124436.81967935897
1822,154489.81850486848
1823,56718.722932267156
1824,126060.19973295818
1825,132729.34392746259
1826,104650.88628811322
1827,94278.64199478846
1828,131152.28041196297
1829,131939.39270055215
1830,139804.90805373143
1831,133406.26189935024
1832,75300.92916922139
1833,149071.18707453378
1834,135673.47881032733
1835,109343.1153979352
1836,120025.16005737513
1837,82148.72556688698
1838,119189.38228277735
1839,120165.09381466816
1840,132535.68606767623
1841,122585.45045425696
1842,91884.83635643823
1843,119766.12739108327
1844,143717.29443986522
1845,132912.36446790837
1846,154930.58545647195
1847,157030.29564998802
1848,58247.69363603952
1849,116167.87063855442
1850,113814.45296891298
1851,147073.66399790498
1852,127936.87524990633
1853,123914.91258330071
1854,168348.54820763358
1855,144256.6033537095
1856,224180.22904607185
1857,131990.67764189688
1858,137684.53211825216
1859,121672.81451259773
1860,146045.80058832237
1861,122131.23869051904
1862,357920.4644312069
1863,355438.6882073023
1864,355460.38318628096
1865,323839.7449879401
1866,328139.99566633435
1867,234879.5259813322
1868,291715.2090263306
1869,211665.37727623468
1870,229408.4194640165
1871,251200.84427216844
1872,182148.9571039011
1873,226630.90548313662
1874,147542.88263922266
1875,193385.98434610548
1876,190047.4160035165
1877,205894.2758576401
1878,203466.68929439533
1879,120372.83940835351
1880,133015.74847590047
1881,239769.62809152756
1882,251564.30958459116
1883,182926.0429044838
1884,198224.8379987911
1885,227698.71938498638
1886,276507.6589808526
1887,219782.492474937
1888,278959.6270512758
1889,169883.88261171398
1890,114250.95266632162
1891,142541.6013369238
1892,97751.05786519613
1893,119604.91705323868
1894,121304.11491204254
1895,123127.06226406155
1896,121577.57801694244
1897,112243.97506021433
1898,122687.87317791213
1899,153549.15367336496
1900,146352.5482738258
1901,147079.32934978537
1902,118260.0061640053
1903,209073.81267228766
1904,123355.5142224203
1905,190188.1235494951
1906,139670.17813008785
1907,191715.23344993306
1908,117505.73593132167
1909,144092.82549485905
1910,130183.38272122155
1911,188218.91775018672
1912,278484.4339422796
1913,145951.43985964806
1914,76211.15885661238
1915,270520.2241381794
1916,32258.383852766594
1917,244071.03428449412
1918,144165.79283169372
1919,183581.6214551399
1920,148583.68684521684
1921,358729.24181445676
1922,299345.75419950864
1923,229305.94305207132
1924,224161.27717645714
1925,197057.56640060336
1926,351994.56692505087
1927,133967.5655869779
1928,160674.84659998768
1929,122747.58322148384
1930,127515.1371772983
1931,143776.9195327397
1932,138697.10404000676
1933,167088.17590519972
1934,174816.34734823747
1935,168866.9650626506
1936,180264.45629341438
1937,179687.40118794923
1938,174349.8780876673
1939,222517.16689566412
1940,182364.70854227195
1941,168676.79876059547
1942,188261.39684913328
1943,202623.6413244081
1944,325960.16966537
1945,339412.7729753397
1946,85978.72012452081
1947,244585.52140430405
1948,168180.89395395288
1949,250297.48670019946
1950,197396.81865739843
1951,252468.43013136927
1952,214169.57988110738
1953,181215.74176482827
1954,181727.36558962447
1955,129937.37540989312
1956,368655.6108330697
1957,150273.67789805934
1958,311916.2817055611
1959,140695.23229818628
1960,109310.2464869955
1961,121980.37659715471
1962,106614.4013388318
1963,115233.168853477
1964,107917.83873492441
1965,147983.14109079886
1966,145858.85061700185
1967,275224.9839652962
1968,391328.5086107655
1969,344583.08152001706
1970,356044.6323368106
1971,485282.49615196825
1972,356277.5082043656
1973,283365.15610435227
1974,319006.29802343197
1975,646671.0386558761
1976,265431.95065631694
1977,328811.6932480014
1978,322669.9530896902
1979,304993.4116238021
1980,182980.21580000166
1981,306893.17119698157
1982,210457.6021268192
1983,196437.3297269176
1984,170797.7438008291
1985,222752.9292026241
1986,215028.50027524
1987,190580.22677032594
1988,183192.6127760345
1989,204169.9941587615
1990,221150.5168726585
1991,217785.03382983306
1992,215224.92342584144
1993,188230.77216830736
1994,228159.3691960872
1995,184368.01574021688
1996,244520.28224004988
1997,302577.94890481286
1998,282210.0072687987
1999,270548.1549203036
2000,315859.33120991726
2001,304775.19756071817
2002,246904.978286341
2003,260139.84814556272
2004,293057.2763754402
2005,228896.23402952985
2006,219951.64729609844
2007,259711.11334464836
2008,219573.99335910653
2009,196033.1249393998
2010,202398.1781945472
2011,145504.39491124582
2012,181045.26583385482
2013,174532.7453688993
2014,188610.9872119816
2015,194263.69140964284
2016,191555.3625047174
2017,199094.10856579934
2018,120613.59124079475
2019,141829.85837158601
2020,103395.38830193217
2021,97620.16928979802
2022,182483.81568437477
2023,139798.44902315192
2024,292498.8513416864
2025,365386.6056393396
2026,177854.87456966095
2027,161796.74577942415
2028,148198.19537713053
2029,169329.14644745179
2030,262832.50794433086
2031,234048.78433132713
2032,245168.82891819853
2033,247477.13732596405
2034,179784.3284281386
2035,212992.79541895256
2036,215684.00269427046
2037,219787.66544451224
2038,336812.2904997756
2039,207782.97069862543
2040,298049.0955958459
2041,293473.0540097379
2042,203716.91302533922
2043,184297.6691193256
2044,176777.15478339198
2045,215121.75919556848
2046,145740.7784256302
2047,139552.26508015336
2048,150017.8536102786
2049,145276.40434194106
2050,176711.56220976656
2051,114896.86320760513
2052,120426.50482049135
2053,154466.39648843012
2054,102559.26027060897
2055,141938.11330546436
2056,157723.83676848412
2057,114426.27378434109
2058,203915.73773123484
2059,130884.33260487719
2060,176168.46558574642
2061,177726.5105622773
2062,119155.00686706492
2063,118922.22919619203
2064,124825.40011251337
2065,113581.08792277933
2066,160773.73827308512
2067,118694.3801088089
2068,144179.58419899683
2069,83068.48266795545
2070,111264.20516144509
2071,96432.16963355799
2072,138948.66472040038
2073,137744.43249158235
2074,193278.5717929625
2075,141827.99749592668
2076,114419.57464548944
2077,150808.5516885694
2078,119234.1246820335
2079,142554.42480524132
2080,123776.58703745864
2081,124200.92014685294
2082,107943.96252467253
2083,135695.3958872974
2084,110704.21521231162
2085,118409.47477279237
2086,114958.15859326966
2087,128438.76592721573
2088,95393.89885055725
2089,90811.40216033123
2090,128824.52059175569
2091,98391.30709327738
2092,124282.67165827955
2093,109686.68606933163
2094,115928.11162848605
2095,146096.62635086558
2096,89286.36747674386
2097,101690.37027196687
2098,138869.30295247634
2099,59304.851087535
2100,70136.53903463802
2101,106591.56949538793
2102,143016.07584571026
2103,100330.99526737456
2104,138968.35046618324
2105,124345.82231504323
2106,58301.83256751171
2107,191499.21445613125
2108,116208.79643097581
2109,105810.77837715588
2110,112360.06279313659
2111,159729.78179421576
2112,122272.42348316811
2113,121207.93791086477
2114,127980.66469728321
2115,156534.95678180625
2116,113649.77445696355
2117,134712.85974170745
2118,125717.7409751911
2119,120392.92704865785
2120,129599.87507773869
2121,inf
2122,111221.47725569869
2123,87819.46035146358
2124,153945.18254061678
2125,132450.36802851214
2126,143201.23119998156
2127,153310.98859004522
2128,128327.58576631748
2129,89534.47388739434
2130,121134.11489499226
2131,147933.76752385826
2132,111747.54362792199
2133,126856.05228515026
2134,130040.96931121677
2135,107622.16543179673
2136,66015.14441350561
2137,100361.29355998513
2138,138832.16139947032
2139,157965.19203171923
2140,139672.6569360065
2141,177029.75332347228
2142,124469.44794762727
2143,146797.54842224962
2144,115748.00917035514
2145,146494.17384691382
2146,165469.68224950324
2147,136825.38724504475
2148,142251.5169335311
2149,162219.17941283388
2150,223256.82246776347
2151,126783.38284255972
2152,164373.76226251514
2153,182712.00285253456
2154,100167.1387178101
2155,137293.5160988959
2156,260524.1046569342
2157,234489.29158987684
2158,235463.70350356822
2159,219801.43442280428
2160,190848.9993348116
2161,253363.66177809078
2162,368051.1970812836
2163,369809.1825566949
2164,256507.19976051315
2165,199714.69248164623
2166,156816.89122547736
2167,213175.5497565056
2168,192867.1847078961
2169,189514.49643239845
2170,205579.6993262463
2171,163836.29600694194
2172,131284.9579803417
2173,171123.33146379245
2174,218909.78219523188
2175,291571.5703235107
2176,291395.8360867918
2177,231258.27171764863
2178,216778.7294746225
2179,140955.9672975632
2180,187974.83206517363
2181,191966.16408817706
2182,221181.82387751958
2183,193198.01086743578
2184,115274.80544339969
2185,132422.11289096295
2186,154161.5624320857
2187,170844.75444145003
2188,163090.75029403428
2189,302909.7151854957
2190,72556.93112505658
2191,77601.41419977698
2192,86039.31072423709
2193,106796.07289163524
2194,111016.26138779266
2195,103807.50584843455
2196,102870.59205529939
2197,117122.27874906096
2198,165543.08284586333
2199,198334.35656719713
2200,131211.01647644583
2201,131058.74016895687
2202,203204.2971877001
2203,121220.48139577142
2204,149248.1013293149
2205,104013.15181049603
2206,123466.82795602172
2207,193798.49679971804
2208,242762.5150762479
2209,187001.88044435086
2210,123962.97683038097
2211,117951.34073664222
2212,131781.3538641982
2213,112223.0538648473
2214,137176.27364570403
2215,105361.52965546866
2216,143608.420829816
2217,68685.90101144066
2218,98470.96938647737
2219,89238.4648932397
2220,78771.01708803105
2221,272624.85310451407
2222,246325.58401337793
2223,291272.6687807365
2224,222961.9783390453
2225,119084.63812726123
2226,175749.70855980722
2227,207456.61604418085
2228,268486.7216532507
2229,250446.10678788027
2230,146507.88558621515
2231,214331.36945245232
2232,186773.53041189472
2233,177161.23075424955
2234,255558.1148258124
2235,220723.20192777188
2236,261699.94436584672
2237,316518.5116592579
2238,201534.98146268906
2239,116736.02322802127
2240,156108.5853522805
2241,150511.85352394014
2242,126632.64359615675
2243,135588.89976739313
2244,112648.23811549456
2245,106354.29497955974
2246,138151.3482276412
2247,131384.043491413
2248,123983.1545930346
2249,125981.44180626978
2250,131570.6563428298
2251,94686.96726242645
2252,174583.99427633465
2253,155189.66270078043
2254,176430.6089871294
2255,184604.77854183907
2256,176927.57227888764
2257,208169.60539195157
2258,173232.64887100484
2259,178120.55057667076
2260,129136.79067862155
2261,187826.31004032196
2262,187227.77132444165
2263,357145.5096191129
2264,513335.8449878223
2265,153390.16102089232
2266,256763.15955970023
2267,304995.11364524974
2268,401399.8825218288
2269,160431.23747084496
2270,202823.3272481823
2271,216025.7593126144
2272,241457.8808066563
2273,168532.17898941896
2274,176618.53257702614
2275,160130.65187799223
2276,204442.5576071552
2277,187132.41919950853
2278,145998.47554027016
2279,124975.38294379544
2280,113809.86203712014
2281,166797.43112215598
2282,177977.16244019437
2283,118147.20437892356
2284,122743.40014923786
2285,140560.67278714778
2286,122880.75967576205
2287,347498.17790535826
2288,264010.6265373581
2289,326946.7435328487
2290,405915.7387966883
2291,316435.80670265114
2292,422478.29151340976
2293,440927.39385903074
2294,365095.4574916973
2295,470544.723309063
2296,249309.95720922455
2297,329836.1502339898
2298,324582.5755586345
2299,354706.5873534758
2300,303291.5230489691
2301,311927.62053613906
2302,241883.54305301912
2303,246158.31137373316
2304,239849.85938210873
2305,191700.26871603384
2306,186121.76657993434
2307,198481.9020112815
2308,216896.52579485156
2309,264757.1783604142
2310,204601.28116459647
2311,200721.3083507921
2312,183763.41504701643
2313,180236.93460874018
2314,184423.2188831643
2315,187626.0475614958
2316,210489.30241789133
2317,189945.23019960537
2318,185343.89484568336
2319,191088.06954813236
2320,192216.20011802178
2321,240509.68368582946
2322,198444.8419848971
2323,187490.702643658
2324,200464.8150492631
2325,223442.13560254194
2326,187050.38123762587
2327,207891.63626012355
2328,229442.31435621125
2329,192323.43208939285
2330,184868.7961395961
2331,338381.07699314173
2332,380547.8044958334
2333,316855.8508891067
2334,241520.40085890147
2335,274484.73684494186
2336,279585.1894223399
2337,198066.09375270244
2338,266166.2755336393
2339,226701.7761126789
2340,384127.09026327136
2341,221847.2791089923
2342,240854.71534305904
2343,231149.16336399998
2344,217625.26155078536
2345,230461.46909447844
2346,215109.68091331725
2347,195063.15937369684
2348,244695.56821584635
2349,173556.89479861094
2350,316094.0278170438
2351,245504.12360895608
2352,256003.72630117825
2353,240911.08226781627
2354,137022.86694670664
2355,144629.3797744813
2356,156967.23149098537
2357,197723.0719706373
2358,194276.23050830947
2359,129965.32987140042
2360,122363.43606294558
2361,143455.9920300308
2362,261177.18317330696
2363,145608.2388291553
2364,170277.57723734298
2365,229403.74304918182
2366,207169.46691730968
2367,230290.75852200846
2368,210318.29037713734
2369,215044.1004364396
2370,172238.7308861115
2371,158150.95872890894
2372,197518.2572687152
2373,309461.60330582055
2374,307887.47281349724
2375,233039.7165727666
2376,279129.21726688667
2377,334073.5479434515
2378,158505.12170203147
2379,203356.50939617172
2380,166336.39460504148
2381,175793.2634716442
2382,229065.85966906472
2383,204180.7142833628
2384,247642.37428695304
2385,175285.31967683695
2386,136944.44797757713
2387,130735.85142877745
2388,112958.74379818003
2389,118195.67245067561
2390,146485.2393123962
2391,139479.52525883762
2392,113499.20021365795
2393,179540.2930488852
2394,133729.48059482765
2395,207978.55198099243
2396,149951.29540824477
2397,217688.6610589118
2398,131457.57025117427
2399,66288.93707800473
2400,70377.675487849
2401,124186.51657280479
2402,138139.4220671588
2403,142099.3754062019
2404,157207.40789090074
